PRCDDA,PwMode,SA_im
35200707,Walk,1.443402819
35200708,Car/motor,155.4172576
35200709,Bike,304.0551654
35200709,Car/motor,126.4808957
35200709,Transit,20.10210849
35200710,Car/motor,95.98192295
35200710,Transit,30.48229543
35200710,Walk,2.018275605
35200711,Car/motor,121.1246234
35200711,Transit,54.51287188
35200712,Car/motor,157.7305562
35200712,Transit,83.62420263
35200713,Transit,50.5030221
35200714,Car/motor,122.8928428
35200714,Transit,26.24123194
35200715,Car/motor,166.6907653
35200716,Car/motor,96.65518201
35200717,Car/motor,110.2047267
35200717,Transit,27.50534203
35200717,Walk,0.861898159
35200718,Car/motor,281.9673203
35200718,Transit,68.54289407
35200719,Bike,637.5190334
35200719,Car/motor,248.5966221
35200719,Transit,41.85857428
35200720,Car/motor,132.4280476
35200720,Transit,22.85266794
35200724,Car/motor,276.5011861
35200724,Transit,28.33580299
35200725,Car/motor,188.8445626
35200725,Transit,65.76063607
35200725,Walk,0.906314416
35200726,Car/motor,89.62734789
35200727,Car/motor,183.2062733
35200727,Transit,30.3834502
35200728,Car/motor,184.5697623
35200728,Transit,44.29128694
35200728,Walk,1.049887814
35200729,Car/motor,82.07152033
35200729,Transit,23.73328333
35200730,Bike,295.4433688
35200730,Car/motor,55.84203729
35200731,Car/motor,143.5091802
35200731,Transit,31.33814463
35200732,Car/motor,229.7424667
35200732,Transit,32.82690383
35200733,Car/motor,123.753174
35200733,Transit,25.93946757
35200734,Car/motor,90.47114377
35200734,Transit,31.87530981
35200735,Car/motor,112.6060245
35200736,Car/motor,162.8508068
35200737,Car/motor,69.57276942
35200737,Transit,16.73542698
35200738,Car/motor,174.0729906
35200739,Car/motor,131.7095189
35200739,Transit,71.01717068
35200739,Walk,1.567112462
35200740,Car/motor,118.7972398
35200740,Transit,28.55626403
35200741,Car/motor,108.9858155
35200741,Transit,31.7148404
35200744,Bike,247.7097028
35200744,Car/motor,327.7990793
35200744,Transit,44.4332634
35200744,Walk,2.374424722
35200745,Car/motor,67.09310576
35200745,Transit,0.000232514
35200746,Car/motor,488.2291629
35200747,Car/motor,247.6786019
35200748,Bike,192.0388593
35200748,Car/motor,113.045834
35200748,Transit,3.992331011
35200748,Walk,1.580430505
35200749,Car/motor,124.469328
35200750,Car/motor,165.396978
35200750,Transit,15.57178206
35200751,Car/motor,137.5916996
35200752,Car/motor,123.0370697
35200753,Car/motor,143.3238319
35200753,Transit,15.97777341
35200753,Walk,2.041122698
35200754,Car/motor,175.0619131
35200754,Transit,30.45026779
35200754,Walk,4.671718865
35200755,Car/motor,41.91027145
35200755,Transit,36.85259073
35200755,Walk,3.607242439
35200756,Car/motor,106.6899718
35200756,Transit,75.77354492
35200756,Walk,9.234164502
35200757,Car/motor,304.8334068
35200757,Transit,186.8465099
35200757,Walk,12.18412601
35200768,Car/motor,53.70609553
35200768,Transit,35.07041729
35200768,Walk,5.768968469
35200769,Car/motor,59.77846356
35200769,Transit,24.69292726
35200769,Walk,6.951001354
35200770,Bike,519.8546328
35200770,Transit,21.29539738
35200771,Car/motor,74.49156167
35200771,Transit,53.40745674
35200771,Walk,4.06997952
35200772,Car/motor,144.5927094
35200772,Transit,82.58621588
35200772,Walk,7.892898544
35200774,Car/motor,52.11414663
35200774,Transit,21.50238751
35200774,Walk,5.424624654
35200783,Car/motor,137.142704
35200783,Transit,28.51579841
35200783,Walk,5.93339104
35200791,Car/motor,89.03124057
35200792,Car/motor,206.9615769
35200794,Car/motor,118.9220227
35200794,Walk,4.921549907
35200795,Car/motor,174.682646
35200796,Car/motor,71.0297368
35200796,Walk,7.116505657
35200797,Bike,274.1438151
35200797,Car/motor,95.43698276
35200797,Transit,16.90210937
35200797,Walk,2.829126142
35200798,Car/motor,35.18190899
35200798,Transit,19.19626999
35200798,Walk,5.820950146
35200801,Car/motor,391.6021915
35200801,Transit,95.39122421
35200801,Walk,15.27616579
35200802,Car/motor,8.797394072
35200802,Transit,16.32191523
35200803,Car/motor,37.97499579
35200803,Transit,53.27874345
35200803,Walk,2.167966649
35200804,Car/motor,85.01353882
35200804,Transit,17.19563439
35200804,Walk,3.69120576
35200805,Bike,1431.04682
35200805,Car/motor,704.332964
35200805,Transit,236.4517746
35200805,Walk,18.80121356
35200806,Car/motor,185.3769577
35200807,Car/motor,60.72365865
35200808,Bike,242.0792472
35200808,Car/motor,115.7062544
35200808,Transit,17.29376137
35200809,Car/motor,51.4140172
35200810,Car/motor,254.3029204
35200810,Transit,28.43550263
35200810,Walk,3.68340497
35200811,Car/motor,61.11368682
35200811,Transit,65.48763048
35200812,Bike,217.8923402
35200812,Car/motor,104.1007375
35200812,Transit,12.3254034
35200812,Walk,5.439433343
35200813,Car/motor,34.38341386
35200814,Car/motor,118.9106126
35200814,Transit,66.28621142
35200814,Walk,17.33896887
35200815,Transit,24.55397508
35200821,Car/motor,57.41023607
35200821,Transit,33.3611671
35200821,Walk,19.06218344
35200822,Car/motor,93.12152604
35200822,Walk,22.37426648
35200826,Car/motor,215.7765057
35200826,Transit,60.71232126
35200826,Walk,15.07804736
35200827,Car/motor,38.867854
35200827,Transit,19.11721871
35200827,Walk,4.229594745
35200828,Car/motor,83.23844756
35200828,Transit,22.39013257
35200828,Walk,5.646793004
35200831,Walk,10.39851537
35200832,Bike,1000.221527
35200832,Car/motor,691.4337983
35200832,Transit,229.8523733
35200832,Walk,42.20775867
35200833,Car/motor,98.16117147
35200833,Transit,23.9114596
35200833,Walk,7.878726452
35200855,Car/motor,32.90147423
35200855,Transit,99.77504765
35200855,Walk,97.23224591
35200859,Car/motor,91.17069383
35200859,Transit,20.95954385
35200859,Walk,11.92998826
35200860,Transit,26.45329583
35200860,Walk,18.8570755
35200861,Car/motor,37.76052194
35200861,Transit,32.86003096
35200861,Walk,13.45278954
35200862,Car/motor,96.24484155
35200863,Car/motor,36.35416683
35200863,Walk,8.592384487
35200864,Transit,24.81040051
35200864,Walk,4.778774671
35200865,Car/motor,40.39542387
35200865,Transit,27.83633451
35200865,Walk,7.359832709
35200866,Car/motor,62.3474218
35200866,Transit,51.98443922
35200866,Walk,5.695137784
35200867,Car/motor,36.34024669
35200867,Walk,7.074364811
35200868,Car/motor,47.83573881
35200868,Transit,8.450236183
35200868,Walk,15.96295118
35200869,Car/motor,79.45483185
35200869,Transit,28.65217311
35200869,Walk,3.671348869
35200870,Bike,1044.66572
35200870,Car/motor,217.6529232
35200870,Transit,106.3251308
35200870,Walk,57.27541574
35200876,Car/motor,54.43232377
35200876,Transit,16.21030515
35200876,Walk,3.154506372
35200877,Car/motor,74.18330231
35200877,Transit,14.55794039
35200877,Walk,6.70209961
35200878,Car/motor,92.30492644
35200878,Transit,55.61987877
35200878,Walk,5.456520072
35200879,Car/motor,33.81992367
35200879,Transit,34.49188243
35200880,Bike,482.6449143
35200880,Car/motor,170.2190826
35200881,Car/motor,102.6338137
35200882,Car/motor,83.09860803
35200882,Transit,22.42310011
35200883,Car/motor,53.67910467
35200883,Transit,16.8873512
35200884,Car/motor,95.7346178
35200884,Transit,16.22845412
35200884,Walk,2.976387569
35200885,Car/motor,71.86870435
35200885,Transit,12.84561707
35200886,Car/motor,75.61833066
35200886,Transit,24.94991649
35200886,Walk,6.615446194
35200887,Car/motor,37.26108892
35200887,Transit,39.38675244
35200887,Walk,7.409489214
35200888,Car/motor,18.59905396
35200888,Transit,19.62179152
35200888,Walk,20.59230007
35200889,Car/motor,67.53540847
35200889,Transit,23.2476063
35200889,Walk,6.314443372
35200890,Car/motor,34.52511541
35200890,Transit,35.566602
35200891,Car/motor,56.09401452
35200891,Transit,21.62628868
35200891,Walk,5.585040551
35200892,Car/motor,91.47263198
35200892,Walk,11.65618138
35200893,Transit,15.65272567
35200894,Transit,22.29769832
35200894,Walk,10.24222244
35200895,Bike,404.0296549
35200895,Transit,18.86748111
35200895,Walk,11.50955524
35200896,Bike,403.5709576
35200896,Transit,38.8834347
35200896,Walk,6.841711532
35200897,Bike,399.338281
35200897,Car/motor,112.545368
35200897,Transit,22.0762607
35200897,Walk,11.59730216
35200898,Car/motor,80.49396431
35200898,Walk,8.127115675
35200899,Car/motor,64.57599241
35200899,Walk,9.401048823
35200900,Car/motor,45.63552977
35200900,Walk,10.04366978
35200901,Transit,16.99624783
35200901,Walk,35.053921
35200902,Transit,70.13102195
35200902,Walk,10.79141232
35200903,Car/motor,77.10357533
35200905,Car/motor,87.57883023
35200906,Car/motor,134.8147974
35200906,Transit,19.84618605
35200906,Walk,16.44180171
35200907,Car/motor,107.5473139
35200907,Transit,29.58913054
35200907,Walk,3.047571318
35200908,Car/motor,74.32119199
35200908,Transit,37.61130889
35200909,Bike,491.8931735
35200909,Car/motor,105.391716
35200909,Transit,23.85900278
35200909,Walk,6.245433064
35200910,Bike,292.1616446
35200910,Transit,57.23217517
35200910,Walk,4.436337903
35200911,Bike,535.9288504
35200911,Car/motor,61.16758492
35200912,Car/motor,126.1439363
35200913,Car/motor,88.53346339
35200913,Walk,5.106373464
35200914,Car/motor,121.8146261
35200914,Transit,26.31724268
35200914,Walk,4.126732572
35200915,Bike,686.3736108
35200915,Car/motor,88.42978593
35200915,Transit,22.96893173
35200915,Walk,4.370757998
35200916,Bike,578.3875255
35200916,Car/motor,115.3197348
35200916,Transit,25.54566439
35200916,Walk,2.577756691
35200917,Car/motor,76.2650784
35200918,Walk,2.797467362
35200919,Car/motor,71.73314296
35200920,Car/motor,120.7691521
35200920,Transit,41.98625788
35200920,Walk,5.651039957
35200921,Car/motor,116.690679
35200922,Bike,394.0022418
35200922,Car/motor,131.1689917
35200922,Transit,20.76634411
35200923,Car/motor,43.34411537
35200923,Walk,1.951569505
35200924,Car/motor,47.57566267
35200924,Transit,24.87206068
35200925,Car/motor,113.5700402
35200926,Car/motor,133.7552876
35200926,Transit,14.98513155
35200927,Bike,326.2436527
35200927,Car/motor,100.8876759
35200927,Walk,2.586988199
35200928,Car/motor,48.9132312
35200928,Transit,20.714676
35200929,Bike,287.0928533
35200929,Car/motor,45.7278881
35200929,Transit,14.33073369
35200930,Car/motor,34.14710395
35200930,Transit,38.79969753
35200931,Bike,308.9765164
35200931,Car/motor,71.56674143
35200931,Transit,41.98434745
35200932,Car/motor,62.46780794
35200932,Transit,21.31472882
35200933,Car/motor,66.18535442
35200934,Car/motor,86.44532527
35200934,Transit,31.06591564
35200935,Car/motor,41.92732413
35200935,Walk,1.65923031
35200936,Car/motor,32.39540152
35200936,Transit,11.48653956
35200937,Car/motor,56.59665426
35200937,Transit,26.21562644
35200938,Car/motor,17.45657617
35200938,Transit,30.47095695
35200939,Car/motor,83.99999284
35200939,Transit,34.68684676
35200940,Car/motor,60.86461377
35200941,Car/motor,69.51598544
35200941,Transit,22.60809944
35200942,Bike,306.3487188
35200942,Car/motor,116.6091958
35200942,Transit,20.96025439
35200943,Car/motor,22.34795545
35200944,Car/motor,108.9421591
35200944,Transit,17.00376169
35200944,Walk,2.879033726
35200945,Car/motor,85.5046501
35200945,Transit,43.9602921
35200946,Car/motor,92.269305
35200949,Bike,360.4501878
35200949,Car/motor,90.57386544
35200949,Transit,38.30161482
35200950,Car/motor,110.5525567
35200950,Transit,9.51687784
35200951,Bike,315.578724
35200951,Car/motor,113.0090029
35200951,Transit,26.11973546
35200951,Walk,2.113585563
35200952,Bike,452.5145334
35200952,Car/motor,399.8495368
35200952,Transit,109.3028407
35200952,Walk,4.692497428
35200953,Car/motor,55.29632642
35200953,Transit,20.08080319
35200954,Car/motor,74.79644173
35200955,Car/motor,292.8795601
35200955,Transit,81.74434429
35200955,Walk,2.10781667
35200956,Car/motor,95.08129982
35200956,Transit,34.59429237
35200957,Car/motor,285.1690189
35200957,Transit,95.97364151
35200957,Walk,1.780253033
35200958,Car/motor,191.2902079
35200958,Transit,51.59105881
35200959,Car/motor,164.4069712
35200959,Transit,52.88789229
35200960,Bike,380.2239091
35200960,Car/motor,52.68400809
35200960,Transit,22.99917023
35200961,Car/motor,100.5937156
35200962,Car/motor,102.2811867
35200962,Transit,26.81134064
35200963,Car/motor,122.8775323
35200963,Transit,14.10798133
35200965,Car/motor,58.63324611
35200965,Transit,20.01095968
35200966,Car/motor,63.55827591
35200966,Transit,11.44378347
35200966,Walk,1.302481696
35200967,Car/motor,114.0681149
35200967,Transit,60.1675405
35200968,Bike,302.9925888
35200968,Car/motor,337.4303683
35200968,Transit,152.2467754
35200968,Walk,3.170554093
35200969,Car/motor,88.18511996
35200969,Transit,28.11010901
35200969,Walk,1.276205531
35200974,Car/motor,293.946199
35200974,Transit,17.31441913
35200975,Car/motor,74.20283558
35200975,Transit,20.32016321
35200976,Car/motor,268.4345975
35200976,Transit,58.1277684
35200977,Car/motor,86.1283421
35200979,Car/motor,155.0774296
35200979,Transit,9.619618412
35200979,Walk,2.098886535
35200981,Car/motor,96.11650456
35200981,Transit,21.29999404
35200981,Walk,1.712389206
35200983,Car/motor,85.84842591
35200983,Transit,27.82268411
35200985,Car/motor,53.41867694
35200985,Transit,22.29095254
35200986,Bike,333.6379458
35200986,Car/motor,106.7751879
35200986,Transit,34.19350094
35200986,Walk,2.320511691
35200987,Car/motor,148.9959864
35200988,Bike,490.7431787
35200988,Car/motor,133.0172403
35200988,Transit,27.56209423
35200988,Walk,3.152846697
35200989,Car/motor,179.5890029
35200989,Transit,21.94232366
35200989,Walk,2.726482307
35200990,Car/motor,109.225802
35200990,Transit,23.68228296
35200990,Walk,2.846565066
35200991,Car/motor,110.5503179
35200991,Transit,29.61235555
35200992,Bike,417.25037
35200992,Car/motor,75.24497088
35200993,Car/motor,82.88550136
35200993,Transit,16.12023029
35200994,Car/motor,91.7729692
35200994,Transit,42.82189075
35200995,Car/motor,87.40477656
35200996,Car/motor,66.88648301
35200996,Transit,23.62548789
35200997,Bike,402.0017142
35200997,Car/motor,64.98015892
35200997,Transit,43.55525152
35200997,Walk,2.285337198
35200998,Car/motor,75.55886358
35200998,Transit,29.49097148
35200999,Car/motor,97.27278532
35200999,Transit,24.33113122
35201000,Bike,403.3235717
35201000,Car/motor,223.8442337
35201000,Transit,42.38983981
35201001,Car/motor,91.90203657
35201001,Transit,27.32718625
35201002,Car/motor,142.4537191
35201002,Transit,30.9166756
35201003,Car/motor,122.7189506
35201003,Transit,23.96655951
35201003,Walk,2.256018185
35201004,Bike,183.3593547
35201004,Car/motor,48.61853029
35201004,Transit,19.82845134
35201005,Car/motor,114.1806981
35201005,Transit,41.23663884
35201006,Car/motor,63.99646001
35201006,Transit,44.29138957
35201007,Car/motor,47.73587755
35201007,Transit,22.36949759
35201007,Walk,0.908905237
35201008,Car/motor,120.3298558
35201008,Transit,22.64330462
35201009,Bike,188.8281471
35201009,Car/motor,129.4476318
35201010,Bike,456.8918634
35201010,Car/motor,110.5097286
35201010,Transit,55.873557
35201010,Walk,1.966566511
35201011,Car/motor,67.29228582
35201011,Transit,28.44982524
35201012,Car/motor,65.71457389
35201012,Transit,15.65883281
35201012,Walk,1.923791485
35201013,Car/motor,66.60366693
35201013,Transit,20.00341687
35201014,Car/motor,202.4517639
35201015,Bike,430.548076
35201015,Car/motor,142.3770657
35201015,Transit,39.22891954
35201016,Bike,332.9974124
35201016,Car/motor,33.02663828
35201016,Transit,60.93854465
35201017,Car/motor,114.4177489
35201017,Transit,48.26863096
35201018,Car/motor,90.27352011
35201018,Transit,22.3949063
35201019,Bike,351.0755791
35201019,Car/motor,70.98215384
35201019,Transit,26.17087091
35201019,Walk,2.415077505
35201020,Car/motor,110.0034445
35201020,Transit,40.10849544
35201023,Bike,503.9092727
35201023,Car/motor,219.178026
35201023,Transit,22.67305559
35201024,Car/motor,139.3525972
35201024,Transit,45.30826039
35201024,Walk,3.323827498
35201025,Bike,452.5014356
35201025,Car/motor,186.0495576
35201025,Transit,30.13881105
35201025,Walk,4.189694751
35201026,Bike,448.2795087
35201026,Car/motor,127.4462228
35201026,Transit,26.32064392
35201026,Walk,3.208275579
35201027,Bike,602.6439835
35201027,Car/motor,133.2116378
35201027,Transit,34.87973296
35201027,Walk,6.079628609
35201028,Car/motor,87.85757743
35201028,Transit,34.79528987
35201028,Walk,3.611221147
35201029,Bike,443.6015764
35201029,Car/motor,184.0330707
35201029,Transit,60.57619414
35201029,Walk,6.971716718
35201030,Car/motor,36.5165533
35201030,Transit,45.45975254
35201030,Walk,7.429317261
35201031,Car/motor,189.314176
35201031,Transit,45.52007855
35201031,Walk,6.70849173
35201032,Transit,28.31758932
35201033,Transit,55.2173334
35201035,Car/motor,117.8363954
35201035,Transit,51.04498165
35201035,Walk,4.450603735
35201036,Car/motor,82.51627361
35201036,Transit,39.7890372
35201036,Walk,2.751134756
35201038,Car/motor,66.62165189
35201038,Transit,38.31243674
35201038,Walk,8.459471826
35201039,Bike,751.2223814
35201039,Car/motor,315.5206168
35201039,Transit,46.68775038
35201039,Walk,12.02940365
35201040,Car/motor,184.6068316
35201040,Transit,18.52882369
35201040,Walk,2.509538705
35201041,Car/motor,254.9057435
35201041,Transit,34.0310054
35201041,Walk,4.217823726
35201044,Car/motor,130.3526232
35201044,Walk,4.265360313
35201045,Bike,523.4761279
35201045,Transit,15.23952239
35201045,Walk,6.033824665
35201046,Car/motor,51.93781615
35201046,Transit,45.49112633
35201046,Walk,4.30469459
35201047,Car/motor,55.14527586
35201047,Transit,52.56950303
35201047,Walk,4.939057186
35201048,Bike,741.4521098
35201048,Car/motor,84.15595439
35201048,Walk,2.986052166
35201049,Bike,610.1617798
35201049,Car/motor,79.78476901
35201049,Transit,44.96958614
35201049,Walk,6.249473517
35201050,Car/motor,52.3083058
35201051,Car/motor,72.23120253
35201051,Transit,74.30266962
35201051,Walk,8.082874104
35201052,Car/motor,87.19620554
35201052,Transit,40.99284027
